scene_id,cand_id,scene_dur,speech_dur,silence_dur,n_silence_windows,n_visual_events,n_tokens,TTS_speech_dur,fits_silence,human_AD_text,gen_AD_text,human_AD_sim,quality_score,tvad_name,AD_start,AD_end
s4,D,1.2810000000000628,,,,5,5,2.0,,She shuts the door behind her.,Chandler talks to Monica standing.,0.29104331135749817,0.29104331135749817,friends_s01e01_seg02_clip_19,906.184,907.465
s4,E,1.2810000000000628,,,,5,5,2.0,,She shuts the door behind her.,Monica stands while Chandler irons.,0.2203838974237442,0.2203838974237442,friends_s01e01_seg02_clip_19,906.184,907.465
s5,A,1.4200000000000728,,,,5,6,2.4,,Rachel smiles and stands.,Rachel gets up from the couch.,0.5987277626991272,0.5987277626991272,friends_s01e01_seg02_clip_27,1292.779,1294.199
s5,B,1.4200000000000728,,,,5,6,2.4,,Rachel smiles and stands.,Ross remains seated on the couch.,0.3152056634426117,0.3152056634426117,friends_s01e01_seg02_clip_27,1292.779,1294.199
s5,C,1.4200000000000728,,,,5,5,2.0,,Rachel smiles and stands.,Rachel walks towards the table.,0.518132209777832,0.518132209777832,friends_s01e01_seg02_clip_27,1292.779,1294.199
s5,D,1.4200000000000728,,,,5,5,2.0,,Rachel smiles and stands.,Rachel leaves the couch behind.,0.4658680558204651,0.4658680558204651,friends_s01e01_seg02_clip_27,1292.779,1294.199
s5,E,1.4200000000000728,,,,5,6,2.4,,Rachel smiles and stands.,Ross stays put on the couch.,0.3619071841239929,0.3619071841239929,friends_s01e01_seg02_clip_27,1292.779,1294.199
s6,A,1.18100000000004,,,,5,6,2.4,,She heads into her bedroom.,Ross holds a glass of water.,0.14369907975196838,0.14369907975196838,friends_s01e01_seg02_clip_27,1297.945,1299.126
s6,B,1.18100000000004,,,,5,5,2.0,,She heads into her bedroom.,Rachel walks towards the kitchen.,0.35057029128074646,0.35057029128074646,friends_s01e01_seg02_clip_27,1297.945,1299.126
s6,C,1.18100000000004,,,,5,4,1.6,,She heads into her bedroom.,Ross looks at Rachel.,0.24713729321956635,0.24713729321956635,friends_s01e01_seg02_clip_27,1297.945,1299.126
s6,D,1.18100000000004,,,,5,6,2.4,,She heads into her bedroom.,Rachel gets up from the couch.,0.41387900710105896,0.41387900710105896,friends_s01e01_seg02_clip_27,1297.945,1299.126
s6,E,1.18100000000004,,,,5,7,2.8,,She heads into her bedroom.,Ross sits on the couch holding water.,0.2523641884326935,0.2523641884326935,friends_s01e01_seg02_clip_27,1297.945,1299.126
s7,A,3.258999999999986,,,,5,10,4.0,,Marsha slumps off as Ross waves Carol into the exhibit.,Ross walks towards a caveman statue and converses with it.,0.2039729207754135,0.2039729207754135,friends_s01e02_seg02_clip_00,164.381,167.64
s7,B,3.258999999999986,,,,5,16,6.4,,Marsha slumps off as Ross waves Carol into the exhibit.,Ross talks to a woman in a red vest and a man in a blue shirt.,0.1820753961801529,0.1820753961801529,friends_s01e02_seg02_clip_00,164.381,167.64
s7,C,3.258999999999986,,,,5,9,3.6,,Marsha slumps off as Ross waves Carol into the exhibit.,Ross approaches a caveman statue and engages in conversation.,0.2554933726787567,0.2554933726787567,friends_s01e02_seg02_clip_00,164.381,167.64
s7,D,3.258999999999986,,,,5,16,6.4,,Marsha slumps off as Ross waves Carol into the exhibit.,Ross interacts with a woman in a red vest and a man in a blue shirt.,0.23391735553741455,0.23391735553741455,friends_s01e02_seg02_clip_00,164.381,167.64
s7,E,3.258999999999986,,,,5,13,5.2,,Marsha slumps off as Ross waves Carol into the exhibit.,"Ross walks towards a caveman statue, then talks to a woman and man.",0.1833038628101349,0.1833038628101349,friends_s01e02_seg02_clip_00,164.381,167.64
s8,A,2.8000000000000114,,,,5,7,2.8,,"He tries to adjust the caveman, and the arm falls off.",Ross walks away after conversing with someone.,0.17583352327346802,0.17583352327346802,friends_s01e02_seg02_clip_00,168.16,170.96
s8,B,2.8000000000000114,,,,5,7,2.8,,"He tries to adjust the caveman, and the arm falls off.",Ross talks to someone before walking away.,0.1967805027961731,0.1967805027961731,friends_s01e02_seg02_clip_00,168.16,170.96
s8,C,2.8000000000000114,,,,5,7,2.8,,"He tries to adjust the caveman, and the arm falls off.","Ross engages in a conversation, then leaves.",0.2468952089548111,0.2468952089548111,friends_s01e02_seg02_clip_00,168.16,170.96
s8,D,2.8000000000000114,,,,5,7,2.8,,"He tries to adjust the caveman, and the arm falls off.",Ross has a brief chat before departing.,0.14460068941116333,0.14460068941116333,friends_s01e02_seg02_clip_00,168.16,170.96
s8,E,2.8000000000000114,,,,5,7,2.8,,"He tries to adjust the caveman, and the arm falls off.",Ross walks off after a short conversation.,0.22265538573265076,0.22265538573265076,friends_s01e02_seg02_clip_00,168.16,170.96
s9,A,2.3799999999999955,,,,5,12,4.8,,He picks it up and uses it to wave at Carol.,Ross falls to the ground in front of a woman in blue.,0.08169527351856232,0.08169527351856232,friends_s01e02_seg02_clip_00,171.68,174.06
s9,B,2.3799999999999955,,,,5,12,4.8,,He picks it up and uses it to wave at Carol.,"Ross talks to a woman in a blue dress, then falls down.",0.17940181493759155,0.17940181493759155,friends_s01e02_seg02_clip_00,171.68,174.06
s9,C,2.3799999999999955,,,,5,13,5.2,,He picks it up and uses it to wave at Carol.,"Ross converses with a woman in a blue dress, then hits the ground.",0.20119327306747437,0.20119327306747437,friends_s01e02_seg02_clip_00,171.68,174.06
s9,D,2.3799999999999955,,,,5,12,4.8,,He picks it up and uses it to wave at Carol.,"Ross falls to the ground, near a woman in a blue dress.",0.10197561234235764,0.10197561234235764,friends_s01e02_seg02_clip_00,171.68,174.06
s9,E,2.3799999999999955,,,,5,12,4.8,,He picks it up and uses it to wave at Carol.,"Ross talks to a woman in blue, then collapses to the ground.",0.17629876732826233,0.17629876732826233,friends_s01e02_seg02_clip_00,171.68,174.06
s10,A,1.2390000000000043,,,,5,5,2.0,,She awkwardly waves back.,Ross stands in the museum.,0.06715219467878342,0.06715219467878342,friends_s01e02_seg02_clip_00,174.66,175.899
s10,B,1.2390000000000043,,,,5,5,2.0,,She awkwardly waves back.,Ross talks to a woman.,0.3435225486755371,0.3435225486755371,friends_s01e02_seg02_clip_00,174.66,175.899
s10,C,1.2390000000000043,,,,5,5,2.0,,She awkwardly waves back.,Ross engages with a woman.,0.22770482301712036,0.22770482301712036,friends_s01e02_seg02_clip_00,174.66,175.899
s10,D,1.2390000000000043,,,,5,4,1.6,,She awkwardly waves back.,Woman and Ross converse.,0.28555017709732056,0.28555017709732056,friends_s01e02_seg02_clip_00,174.66,175.899
s10,E,1.2390000000000043,,,,5,5,2.0,,She awkwardly waves back.,Ross stands with a woman.,0.19435113668441772,0.19435113668441772,friends_s01e02_seg02_clip_00,174.66,175.899
s11,A,2.0,,,,5,8,3.2,,"She peers through the pan, then sets it down.",Monica holds a pizza box over her head.,0.31424257159233093,0.31424257159233093,friends_s01e02_seg02_clip_05,398.075,400.075
s11,B,2.0,,,,5,7,2.8,,"She peers through the pan, then sets it down.",Chandler looks at Monica and walks away.,0.1290835589170456,0.1290835589170456,friends_s01e02_seg02_clip_05,398.075,400.075
s11,C,2.0,,,,5,8,3.2,,"She peers through the pan, then sets it down.",Monica puts a pizza box on the table.,0.33952319622039795,0.33952319622039795,friends_s01e02_seg02_clip_05,398.075,400.075
s11,D,2.0,,,,5,8,3.2,,"She peers through the pan, then sets it down.",Monica walks towards the table where Chandler is.,0.2672739028930664,0.2672739028930664,friends_s01e02_seg02_clip_05,398.075,400.075
s11,E,2.0,,,,5,10,4.0,,"She peers through the pan, then sets it down.",Chandler looks at Monica and walks away from the table.,0.16924528777599335,0.16924528777599335,friends_s01e02_seg02_clip_05,398.075,400.075
s12,A,2.3210000000000264,,,,5,9,3.6,,"Chandler, Joey, and Phoebe dig through the dish.","Monica holds a pizza box, Rachel stands beside her.",0.3556329905986786,0.3556329905986786,friends_s01e02_seg02_clip_05,407.616,409.937
s12,B,2.3210000000000264,,,,5,11,4.4,,"Chandler, Joey, and Phoebe dig through the dish.","Chandler looks at the pizza box, Monica and Rachel walk away.",0.47198575735092163,0.47198575735092163,friends_s01e02_seg02_clip_05,407.616,409.937
s12,C,2.3210000000000264,,,,5,10,4.0,,"Chandler, Joey, and Phoebe dig through the dish.","Monica and Rachel interact, Chandler gazes at the pizza box.",0.4887171685695648,0.4887171685695648,friends_s01e02_seg02_clip_05,407.616,409.937
s12,D,2.3210000000000264,,,,5,9,3.6,,"Chandler, Joey, and Phoebe dig through the dish.","Rachel stands by Monica, who holds a pizza box.",0.3793845474720001,0.3793845474720001,friends_s01e02_seg02_clip_05,407.616,409.937
s12,E,2.3210000000000264,,,,5,11,4.4,,"Chandler, Joey, and Phoebe dig through the dish.","Monica and Rachel walk off, leaving Chandler at the pizza box.",0.48398086428642273,0.48398086428642273,friends_s01e02_seg02_clip_05,407.616,409.937
s13,A,2.100999999999999,,,,5,8,3.2,,Monica opens up for a slumped Ross.,Monica opens the door and enters the room.,0.6170740127563477,0.6170740127563477,friends_s01e02_seg02_clip_05,412.937,415.038
s13,B,2.100999999999999,,,,5,9,3.6,,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,0.6980717182159424,0.6980717182159424,friends_s01e02_seg02_clip_05,412.937,415.038
s13,C,2.100999999999999,,,,5,9,3.6,,Monica opens up for a slumped Ross.,Monica looks at Ross as she enters the room.,0.7290252447128296,0.7290252447128296,friends_s01e02_seg02_clip_05,412.937,415.038
s13,D,2.100999999999999,,,,5,9,3.6,,Monica opens up for a slumped Ross.,"Monica enters the room, and Ross looks at her.",0.7307572960853577,0.7307572960853577,friends_s01e02_seg02_clip_05,412.937,415.038
s13,E,2.100999999999999,,,,5,9,3.6,,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,0.6980717182159424,0.6980717182159424,friends_s01e02_seg02_clip_05,412.937,415.038
s14,A,1.8410000000000082,,,,5,8,3.2,,Phoebe holds up the sauce-covered ring.,Joey wears a tie and talks to Phoebe.,0.5475348234176636,0.5475348234176636,friends_s01e02_seg02_clip_05,423.731,425.572
s14,B,1.8410000000000082,,,,5,7,2.8,,Phoebe holds up the sauce-covered ring.,"Chandler and Monica chat, both wearing shirts.",0.3547446131706238,0.3547446131706238,friends_s01e02_seg02_clip_05,423.731,425.572
s14,C,1.8410000000000082,,,,5,7,2.8,,Phoebe holds up the sauce-covered ring.,"Ross and Phoebe converse, both wearing shirts.",0.4974670112133026,0.4974670112133026,friends_s01e02_seg02_clip_05,423.731,425.572
s14,D,1.8410000000000082,,,,5,7,2.8,,Phoebe holds up the sauce-covered ring.,"Monica and Ross discuss, both wearing shirts.",0.32910776138305664,0.32910776138305664,friends_s01e02_seg02_clip_05,423.731,425.572
s14,E,1.8410000000000082,,,,5,8,3.2,,Phoebe holds up the sauce-covered ring.,"Phoebe and Joey chat, Joey wearing a tie.",0.49129271507263184,0.49129271507263184,friends_s01e02_seg02_clip_05,423.731,425.572
s15,A,1.8220000000000027,,,,5,8,3.2,,Mrs. Geller fluffs a throw pillow.,Monica holds a knife and looks at Judy.,0.16517217457294464,0.16517217457294464,friends_s01e02_seg02_clip_07,541.487,543.309
s15,B,1.8220000000000027,,,,5,8,3.2,,Mrs. Geller fluffs a throw pillow.,Judy claps her hands and holds a pillow.,0.4352603852748871,0.4352603852748871,friends_s01e02_seg02_clip_07,541.487,543.309
s15,C,1.8220000000000027,,,,5,7,2.8,,Mrs. Geller fluffs a throw pillow.,Monica and Judy have a face-to-face conversation.,0.2621373236179352,0.2621373236179352,friends_s01e02_seg02_clip_07,541.487,543.309
s15,D,1.8220000000000027,,,,5,8,3.2,,Mrs. Geller fluffs a throw pillow.,Monica and Judy engage in a calm interaction.,0.27589860558509827,0.27589860558509827,friends_s01e02_seg02_clip_07,541.487,543.309
s15,E,1.8220000000000027,,,,5,9,3.6,,Mrs. Geller fluffs a throw pillow.,"Judy claps her hands, while Monica holds a knife.",0.18554478883743286,0.18554478883743286,friends_s01e02_seg02_clip_07,541.487,543.309
s16,A,1.9420000000000073,,,,5,7,2.8,,Monica rolls her eyes to Ross.,"Judy holds a glass, walking towards Monica.",0.47616198658943176,0.47616198658943176,friends_s01e02_seg02_clip_07,551.91,553.852
s16,B,1.9420000000000073,,,,5,6,2.4,,Monica rolls her eyes to Ross.,Monica talks as Ross approaches her.,0.7964199185371399,0.7964199185371399,friends_s01e02_seg02_clip_07,551.91,553.852
s16,C,1.9420000000000073,,,,5,6,2.4,,Monica rolls her eyes to Ross.,"Ross walks towards Monica, glass nearby.",0.6813786029815674,0.6813786029815674,friends_s01e02_seg02_clip_07,551.91,553.852
s16,D,1.9420000000000073,,,,5,8,3.2,,Monica rolls her eyes to Ross.,"Judy talks, holding a glass, as Ross walks.",0.49447694420814514,0.49447694420814514,friends_s01e02_seg02_clip_07,551.91,553.852
s16,E,1.9420000000000073,,,,5,9,3.6,,Monica rolls her eyes to Ross.,"Ross walks towards Monica, Judy nearby with a glass.",0.6291230916976929,0.6291230916976929,friends_s01e02_seg02_clip_07,551.91,553.852
s17,A,2.400000000000091,,,,5,8,3.2,,"She hands him the broom, then plops on the couch.",Ross sits next to Rachel on the couch.,0.4155004322528839,0.4155004322528839,friends_s01e02_seg02_clip_12,768.997,771.397
s17,B,2.400000000000091,,,,5,9,3.6,,"She hands him the broom, then plops on the couch.",Ross walks towards Rachel and sits down beside her.,0.28682631254196167,0.28682631254196167,friends_s01e02_seg02_clip_12,768.997,771.397
s17,C,2.400000000000091,,,,5,10,4.0,,"She hands him the broom, then plops on the couch.","Ross joins Rachel on the couch, sitting next to her.",0.4034796357154846,0.4034796357154846,friends_s01e02_seg02_clip_12,768.997,771.397
s17,D,2.400000000000091,,,,5,11,4.4,,"She hands him the broom, then plops on the couch.",Rachel sits on the couch as Ross sits down beside her.,0.35038021206855774,0.35038021206855774,friends_s01e02_seg02_clip_12,768.997,771.397
s17,E,2.400000000000091,,,,5,10,4.0,,"She hands him the broom, then plops on the couch.",Ross walks over and sits beside Rachel on the couch.,0.4031650722026825,0.4031650722026825,friends_s01e02_seg02_clip_12,768.997,771.397
s18,A,2.5400000000000773,,,,5,7,2.8,,"He stands behind the couch, gazing down at her.",Ross places his hand on Rachel's shoulder.,0.3211652338504791,0.3211652338504791,friends_s01e02_seg02_clip_13,837.68,840.22
s18,B,2.5400000000000773,,,,5,10,4.0,,"He stands behind the couch, gazing down at her.",Rachel sits on the couch as Ross stands behind her.,0.5987196564674377,0.5987196564674377,friends_s01e02_seg02_clip_13,837.68,840.22
s18,C,2.5400000000000773,,,,5,8,3.2,,"He stands behind the couch, gazing down at her.","Ross stands behind Rachel, hand on her shoulder.",0.42519259452819824,0.42519259452819824,friends_s01e02_seg02_clip_13,837.68,840.22
s18,D,2.5400000000000773,,,,5,7,2.8,,"He stands behind the couch, gazing down at her.",Ross reaches out to touch Rachel's shoulder.,0.30678460001945496,0.30678460001945496,friends_s01e02_seg02_clip_13,837.68,840.22
s18,E,2.5400000000000773,,,,5,10,4.0,,"He stands behind the couch, gazing down at her.","Ross places his hand on Rachel's shoulder, standing behind her.",0.4598035216331482,0.4598035216331482,friends_s01e02_seg02_clip_13,837.68,840.22
s19,A,4.039999999999964,,,,5,10,4.0,,"She leans her head back on the couch, then gently rests it against his hand.","Ross puts his hand on Rachel's shoulder, then walks away.",0.37137624621391296,0.37137624621391296,friends_s01e02_seg02_clip_13,850.503,854.543
s19,B,4.039999999999964,,,,5,13,5.2,,"She leans her head back on the couch, then gently rests it against his hand.","Rachel looks up at Ross as he touches her shoulder, then he departs.",0.4050694704055786,0.4050694704055786,friends_s01e02_seg02_clip_13,850.503,854.543
s19,C,4.039999999999964,,,,5,16,6.4,,"She leans her head back on the couch, then gently rests it against his hand.","Ross places his hand on Rachel's shoulder, and she glances up at him before he leaves.",0.44648274779319763,0.44648274779319763,friends_s01e02_seg02_clip_13,850.503,854.543
s19,D,4.039999999999964,,,,5,15,6.0,,"She leans her head back on the couch, then gently rests it against his hand.","Ross gently touches Rachel's shoulder, and she looks up at him before he walks away.",0.43764451146125793,0.43764451146125793,friends_s01e02_seg02_clip_13,850.503,854.543
s19,E,4.039999999999964,,,,5,17,6.8,,"She leans her head back on the couch, then gently rests it against his hand.","Rachel looks up at Ross as he puts his hand on her shoulder, then he walks off.",0.42686226963996887,0.42686226963996887,friends_s01e02_seg02_clip_13,850.503,854.543
s20,A,3.9420000000000073,,,,5,11,4.4,,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross stands up, looking at Rachel, who sits on the couch.",0.28766539692878723,0.28766539692878723,friends_s01e02_seg02_clip_13,860.687,864.629
s20,B,3.9420000000000073,,,,5,10,4.0,,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross adjusts his hand, gazing at Rachel on the couch.",0.3788560926914215,0.3788560926914215,friends_s01e02_seg02_clip_13,860.687,864.629
s20,C,3.9420000000000073,,,,5,11,4.4,,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross stands, focusing on Rachel as she sits on the couch.",0.3031224012374878,0.3031224012374878,friends_s01e02_seg02_clip_13,860.687,864.629
s20,D,3.9420000000000073,,,,5,12,4.8,,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross adjusts something, his eyes on Rachel, who sits on the couch.",0.3989630937576294,0.3989630937576294,friends_s01e02_seg02_clip_13,860.687,864.629
s20,E,3.9420000000000073,,,,5,13,5.2,,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross stands up, his attention fixed on Rachel, who sits on the couch.",0.3607202470302582,0.3607202470302582,friends_s01e02_seg02_clip_13,860.687,864.629
s21,A,3.4420000000000073,,,,5,9,3.6,,"At a doctor's office, a plastic model shows a baby in a womb.",Ross walks into the room and points at Rachel.,0.0983847826719284,0.0983847826719284,friends_s01e02_seg02_clip_13,865.97,869.412
s21,B,3.4420000000000073,,,,5,9,3.6,,"At a doctor's office, a plastic model shows a baby in a womb.",Rachel looks at Ross as he enters the room.,0.152986541390419,0.152986541390419,friends_s01e02_seg02_clip_13,865.97,869.412
s21,C,3.4420000000000073,,,,5,8,3.2,,"At a doctor's office, a plastic model shows a baby in a womb.",Ross enters the room and gestures towards Rachel.,0.12771692872047424,0.12771692872047424,friends_s01e02_seg02_clip_13,865.97,869.412
s21,D,3.4420000000000073,,,,5,9,3.6,,"At a doctor's office, a plastic model shows a baby in a womb.","Rachel is addressed by Ross, who points at her.",0.11317026615142822,0.11317026615142822,friends_s01e02_seg02_clip_13,865.97,869.412
s21,E,3.4420000000000073,,,,5,11,4.4,,"At a doctor's office, a plastic model shows a baby in a womb.","Ross walks in and points at Rachel, who looks at him.",0.09523580968379974,0.09523580968379974,friends_s01e02_seg02_clip_13,865.97,869.412
s22,A,2.560999999999922,,,,5,11,4.4,,Carol sits on the exam table as Ross hurries in.,Rachel sits on a hospital bed as Ross enters the room.,0.5144875645637512,0.5144875645637512,friends_s01e02_seg02_clip_13,870.253,872.814
s22,B,2.560999999999922,,,,5,8,3.2,,Carol sits on the exam table as Ross hurries in.,Ross speaks to Rachel on a hospital bed.,0.47598642110824585,0.47598642110824585,friends_s01e02_seg02_clip_13,870.253,872.814
s22,C,2.560999999999922,,,,5,11,4.4,,Carol sits on the exam table as Ross hurries in.,Ross enters the hospital room where Rachel lies on a bed.,0.4749535918235779,0.4749535918235779,friends_s01e02_seg02_clip_13,870.253,872.814
s22,D,2.560999999999922,,,,5,10,4.0,,Carol sits on the exam table as Ross hurries in.,Rachel lies on a hospital bed as Ross approaches her.,0.4615395665168762,0.4615395665168762,friends_s01e02_seg02_clip_13,870.253,872.814
s22,E,2.560999999999922,,,,5,11,4.4,,Carol sits on the exam table as Ross hurries in.,Ross enters the room and stands beside Rachel on the bed.,0.4312669634819031,0.4312669634819031,friends_s01e02_seg02_clip_13,870.253,872.814
s23,A,0.8799999999999955,,,,5,4,1.6,,Susan steps in.,Ross looks at Susan.,0.5815562009811401,0.5815562009811401,friends_s01e02_seg02_clip_13,881.36,882.24
s23,B,0.8799999999999955,,,,5,4,1.6,,Susan steps in.,Ross gazes at Susan.,0.5297242999076843,0.5297242999076843,friends_s01e02_seg02_clip_13,881.36,882.24
s23,C,0.8799999999999955,,,,5,4,1.6,,Susan steps in.,"Susan sits, Ross looks.",0.5568251013755798,0.5568251013755798,friends_s01e02_seg02_clip_13,881.36,882.24
s23,D,0.8799999999999955,,,,5,4,1.6,,Susan steps in.,Ross focuses on Susan.,0.5934332609176636,0.5934332609176636,friends_s01e02_seg02_clip_13,881.36,882.24
s23,E,0.8799999999999955,,,,5,4,1.6,,Susan steps in.,Ross eyes Susan intently.,0.5545215606689453,0.5545215606689453,friends_s01e02_seg02_clip_13,881.36,882.24
s24,A,1.400000000000091,,,,5,6,2.4,,Susan hands him a juice box.,Ross talks to Susan and Carol.,0.4630598723888397,0.4630598723888397,friends_s01e02_seg02_clip_14,911.209,912.609
s24,B,1.400000000000091,,,,5,6,2.4,,Susan hands him a juice box.,Susan listens to Ross and Carol.,0.4724937081336975,0.4724937081336975,friends_s01e02_seg02_clip_14,911.209,912.609
s24,C,1.400000000000091,,,,5,6,2.4,,Susan hands him a juice box.,Ross stands with Susan and Carol.,0.389563649892807,0.389563649892807,friends_s01e02_seg02_clip_14,911.209,912.609
s24,D,1.400000000000091,,,,5,5,2.0,,Susan hands him a juice box.,Carol sits in a chair.,0.2300858348608017,0.2300858348608017,friends_s01e02_seg02_clip_14,911.209,912.609
s24,E,1.400000000000091,,,,5,6,2.4,,Susan hands him a juice box.,Ross is wearing a brown vest.,0.0694652572274208,0.0694652572274208,friends_s01e02_seg02_clip_14,911.209,912.609
s25,A,1.0209999999999582,,,,5,5,2.0,,He passes it to Carol.,Ross hands Susan a cup.,0.3291325867176056,0.3291325867176056,friends_s01e02_seg02_clip_14,914.289,915.31
s25,B,1.0209999999999582,,,,5,5,2.0,,He passes it to Carol.,Susan hands Carol a cup.,0.4640558362007141,0.4640558362007141,friends_s01e02_seg02_clip_14,914.289,915.31
s25,C,1.0209999999999582,,,,5,4,1.6,,He passes it to Carol.,Ross walks to Carol.,0.6292267441749573,0.6292267441749573,friends_s01e02_seg02_clip_14,914.289,915.31
s25,D,1.0209999999999582,,,,5,5,2.0,,He passes it to Carol.,Carol drinks from a cup.,0.4295206069946289,0.4295206069946289,friends_s01e02_seg02_clip_14,914.289,915.31
s25,E,1.0209999999999582,,,,5,5,2.0,,He passes it to Carol.,Susan and Ross approach Carol.,0.47756752371788025,0.47756752371788025,friends_s01e02_seg02_clip_14,914.289,915.31
s26,A,1.8410000000000082,,,,5,6,2.4,,She sips it as Susan takes a seat.,"Susan sits, Ross approaches the patient.",0.5808436870574951,0.5808436870574951,friends_s01e02_seg02_clip_14,917.333,919.174
