scene_id,cand_id,scene_dur,n_tokens,human_AD_text,gen_AD_text,quality_score,tvad_name,consensus_score
friends_s01e01_seg02_clip_04,E,1.100999999999999,6,Rachel sits next to him.,Rachel smiles and looks at them.,0.583682656288147,friends_s01e01_seg02_clip_04,0.5976813435554504
friends_s01e01_seg02_clip_19,A,2.2810000000000628,8,Monica beams and sidles back inside.,Monica holds a cup while chatting with friends.,0.4341351389884949,friends_s01e01_seg02_clip_19,0.7288516759872437
friends_s01e01_seg02_clip_19,B,2.2810000000000628,8,Monica beams and sidles back inside.,"Rachel and Joey join Monica, all holding cups.",0.5340025424957275,friends_s01e01_seg02_clip_19,0.6889415979385376
friends_s01e01_seg02_clip_19,C,2.2810000000000628,8,Monica beams and sidles back inside.,"Monica talks to friends, all holding cups nearby.",0.5036722421646118,friends_s01e01_seg02_clip_19,0.7144847512245178
friends_s01e01_seg02_clip_19,D,2.2810000000000628,9,Monica beams and sidles back inside.,"Monica, Rachel, and Joey gather, each with a cup.",0.5267442464828491,friends_s01e01_seg02_clip_19,0.7074095606803894
friends_s01e01_seg02_clip_19,E,2.2810000000000628,7,Monica beams and sidles back inside.,"Monica, surrounded by friends, holds a cup.",0.5193529725074768,friends_s01e01_seg02_clip_19,0.7208347320556641
friends_s01e01_seg02_clip_19,A,1.2810000000000628,5,She shuts the door behind her.,Chandler irons while Monica talks.,0.2548146545886993,friends_s01e01_seg02_clip_19,0.7422847151756287
friends_s01e01_seg02_clip_19,B,1.2810000000000628,6,She shuts the door behind her.,Rachel chats on the phone nearby.,0.2895814478397369,friends_s01e01_seg02_clip_19,0.7248145341873169
friends_s01e01_seg02_clip_19,C,1.2810000000000628,5,She shuts the door behind her.,Joey sits watching Chandler iron.,0.1567850708961486,friends_s01e01_seg02_clip_19,0.7395607829093933
friends_s01e01_seg02_clip_19,D,1.2810000000000628,5,She shuts the door behind her.,Chandler talks to Monica standing.,0.2910433113574981,friends_s01e01_seg02_clip_19,0.7377479672431946
friends_s01e01_seg02_clip_19,E,1.2810000000000628,5,She shuts the door behind her.,Monica stands while Chandler irons.,0.2203838974237442,friends_s01e01_seg02_clip_19,0.6830501556396484
friends_s01e01_seg02_clip_27,A,1.4200000000000728,6,Rachel smiles and stands.,Rachel gets up from the couch.,0.5987277626991272,friends_s01e01_seg02_clip_27,0.7189094424247742
friends_s01e01_seg02_clip_27,B,1.4200000000000728,6,Rachel smiles and stands.,Ross remains seated on the couch.,0.3152056634426117,friends_s01e01_seg02_clip_27,0.70782470703125
friends_s01e01_seg02_clip_27,C,1.4200000000000728,5,Rachel smiles and stands.,Rachel walks towards the table.,0.518132209777832,friends_s01e01_seg02_clip_27,0.6915858387947083
friends_s01e01_seg02_clip_27,D,1.4200000000000728,5,Rachel smiles and stands.,Rachel leaves the couch behind.,0.4658680558204651,friends_s01e01_seg02_clip_27,0.7158161997795105
friends_s01e01_seg02_clip_27,E,1.4200000000000728,6,Rachel smiles and stands.,Ross stays put on the couch.,0.3619071841239929,friends_s01e01_seg02_clip_27,0.6608120203018188
friends_s01e01_seg02_clip_27,A,1.18100000000004,6,She heads into her bedroom.,Ross holds a glass of water.,0.1436990797519683,friends_s01e01_seg02_clip_27,0.6720706224441528
friends_s01e01_seg02_clip_27,B,1.18100000000004,5,She heads into her bedroom.,Rachel walks towards the kitchen.,0.3505702912807464,friends_s01e01_seg02_clip_27,0.6824852228164673
friends_s01e01_seg02_clip_27,C,1.18100000000004,4,She heads into her bedroom.,Ross looks at Rachel.,0.2471372932195663,friends_s01e01_seg02_clip_27,0.5928148627281189
friends_s01e01_seg02_clip_27,D,1.18100000000004,6,She heads into her bedroom.,Rachel gets up from the couch.,0.4138790071010589,friends_s01e01_seg02_clip_27,0.6437560319900513
friends_s01e01_seg02_clip_27,E,1.18100000000004,7,She heads into her bedroom.,Ross sits on the couch holding water.,0.2523641884326935,friends_s01e01_seg02_clip_27,0.6581298112869263
friends_s01e02_seg02_clip_00,A,3.258999999999986,10,Marsha slumps off as Ross waves Carol into the exhibit.,Ross walks towards a caveman statue and converses with it.,0.2039729207754135,friends_s01e02_seg02_clip_00,0.5699594020843506
friends_s01e02_seg02_clip_00,B,3.258999999999986,16,Marsha slumps off as Ross waves Carol into the exhibit.,Ross talks to a woman in a red vest and a man in a blue shirt.,0.1820753961801529,friends_s01e02_seg02_clip_00,0.47176703810691833
friends_s01e02_seg02_clip_00,C,3.258999999999986,9,Marsha slumps off as Ross waves Carol into the exhibit.,Ross approaches a caveman statue and engages in conversation.,0.2554933726787567,friends_s01e02_seg02_clip_00,0.5390084981918335
friends_s01e02_seg02_clip_00,D,3.258999999999986,16,Marsha slumps off as Ross waves Carol into the exhibit.,Ross interacts with a woman in a red vest and a man in a blue shirt.,0.2339173555374145,friends_s01e02_seg02_clip_00,0.5297557711601257
friends_s01e02_seg02_clip_00,E,3.258999999999986,13,Marsha slumps off as Ross waves Carol into the exhibit.,"Ross walks towards a caveman statue, then talks to a woman and man.",0.1833038628101349,friends_s01e02_seg02_clip_00,0.5116368532180786
friends_s01e02_seg02_clip_00,A,2.800000000000012,7,"He tries to adjust the caveman, and the arm falls off.",Ross walks away after conversing with someone.,0.175833523273468,friends_s01e02_seg02_clip_00,0.6495634913444519
friends_s01e02_seg02_clip_00,B,2.800000000000012,7,"He tries to adjust the caveman, and the arm falls off.",Ross talks to someone before walking away.,0.1967805027961731,friends_s01e02_seg02_clip_00,0.5190226435661316
friends_s01e02_seg02_clip_00,C,2.800000000000012,7,"He tries to adjust the caveman, and the arm falls off.","Ross engages in a conversation, then leaves.",0.2468952089548111,friends_s01e02_seg02_clip_00,0.6117795705795288
friends_s01e02_seg02_clip_00,D,2.800000000000012,7,"He tries to adjust the caveman, and the arm falls off.",Ross has a brief chat before departing.,0.1446006894111633,friends_s01e02_seg02_clip_00,0.6276549100875854
friends_s01e02_seg02_clip_00,E,2.800000000000012,7,"He tries to adjust the caveman, and the arm falls off.",Ross walks off after a short conversation.,0.2226553857326507,friends_s01e02_seg02_clip_00,0.6387485265731812
friends_s01e02_seg02_clip_00,A,2.3799999999999955,12,He picks it up and uses it to wave at Carol.,Ross falls to the ground in front of a woman in blue.,0.0816952735185623,friends_s01e02_seg02_clip_00,0.7604409456253052
friends_s01e02_seg02_clip_00,B,2.3799999999999955,12,He picks it up and uses it to wave at Carol.,"Ross talks to a woman in a blue dress, then falls down.",0.1794018149375915,friends_s01e02_seg02_clip_00,0.7171882390975952
friends_s01e02_seg02_clip_00,C,2.3799999999999955,13,He picks it up and uses it to wave at Carol.,"Ross converses with a woman in a blue dress, then hits the ground.",0.2011932730674743,friends_s01e02_seg02_clip_00,0.7327708005905151
friends_s01e02_seg02_clip_00,D,2.3799999999999955,12,He picks it up and uses it to wave at Carol.,"Ross falls to the ground, near a woman in a blue dress.",0.1019756123423576,friends_s01e02_seg02_clip_00,0.730950117111206
friends_s01e02_seg02_clip_00,E,2.3799999999999955,12,He picks it up and uses it to wave at Carol.,"Ross talks to a woman in blue, then collapses to the ground.",0.1762987673282623,friends_s01e02_seg02_clip_00,0.760698676109314
friends_s01e02_seg02_clip_00,A,1.2390000000000043,5,She awkwardly waves back.,Ross stands in the museum.,0.0671521946787834,friends_s01e02_seg02_clip_00,0.6737290620803833
friends_s01e02_seg02_clip_00,B,1.2390000000000043,5,She awkwardly waves back.,Ross talks to a woman.,0.3435225486755371,friends_s01e02_seg02_clip_00,0.6042343378067017
friends_s01e02_seg02_clip_00,C,1.2390000000000043,5,She awkwardly waves back.,Ross engages with a woman.,0.2277048230171203,friends_s01e02_seg02_clip_00,0.6700042486190796
friends_s01e02_seg02_clip_00,D,1.2390000000000043,4,She awkwardly waves back.,Woman and Ross converse.,0.2855501770973205,friends_s01e02_seg02_clip_00,0.6615403890609741
friends_s01e02_seg02_clip_00,E,1.2390000000000043,5,She awkwardly waves back.,Ross stands with a woman.,0.1943511366844177,friends_s01e02_seg02_clip_00,0.6665204167366028
friends_s01e02_seg02_clip_05,A,2.0,8,"She peers through the pan, then sets it down.",Monica holds a pizza box over her head.,0.3142425715923309,friends_s01e02_seg02_clip_05,0.6088863015174866
friends_s01e02_seg02_clip_05,B,2.0,7,"She peers through the pan, then sets it down.",Chandler looks at Monica and walks away.,0.1290835589170456,friends_s01e02_seg02_clip_05,0.5468083620071411
friends_s01e02_seg02_clip_05,C,2.0,8,"She peers through the pan, then sets it down.",Monica puts a pizza box on the table.,0.3395231962203979,friends_s01e02_seg02_clip_05,0.5696032047271729
friends_s01e02_seg02_clip_05,D,2.0,8,"She peers through the pan, then sets it down.",Monica walks towards the table where Chandler is.,0.2672739028930664,friends_s01e02_seg02_clip_05,0.5044127702713013
friends_s01e02_seg02_clip_05,E,2.0,10,"She peers through the pan, then sets it down.",Chandler looks at Monica and walks away from the table.,0.1692452877759933,friends_s01e02_seg02_clip_05,0.6161531209945679
friends_s01e02_seg02_clip_05,A,2.3210000000000264,9,"Chandler, Joey, and Phoebe dig through the dish.","Monica holds a pizza box, Rachel stands beside her.",0.3556329905986786,friends_s01e02_seg02_clip_05,0.697927713394165
friends_s01e02_seg02_clip_05,B,2.3210000000000264,11,"Chandler, Joey, and Phoebe dig through the dish.","Chandler looks at the pizza box, Monica and Rachel walk away.",0.4719857573509216,friends_s01e02_seg02_clip_05,0.597245454788208
friends_s01e02_seg02_clip_05,C,2.3210000000000264,10,"Chandler, Joey, and Phoebe dig through the dish.","Monica and Rachel interact, Chandler gazes at the pizza box.",0.4887171685695648,friends_s01e02_seg02_clip_05,0.5760725736618042
friends_s01e02_seg02_clip_05,D,2.3210000000000264,9,"Chandler, Joey, and Phoebe dig through the dish.","Rachel stands by Monica, who holds a pizza box.",0.3793845474720001,friends_s01e02_seg02_clip_05,0.6878202557563782
friends_s01e02_seg02_clip_05,E,2.3210000000000264,11,"Chandler, Joey, and Phoebe dig through the dish.","Monica and Rachel walk off, leaving Chandler at the pizza box.",0.4839808642864227,friends_s01e02_seg02_clip_05,0.692153811454773
friends_s01e02_seg02_clip_05,A,2.100999999999999,8,Monica opens up for a slumped Ross.,Monica opens the door and enters the room.,0.6170740127563477,friends_s01e02_seg02_clip_05,0.5537437200546265
friends_s01e02_seg02_clip_05,B,2.100999999999999,9,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,0.6980717182159424,friends_s01e02_seg02_clip_05,0.27082642912864685
friends_s01e02_seg02_clip_05,C,2.100999999999999,9,Monica opens up for a slumped Ross.,Monica looks at Ross as she enters the room.,0.7290252447128296,friends_s01e02_seg02_clip_05,0.5322292447090149
friends_s01e02_seg02_clip_05,D,2.100999999999999,9,Monica opens up for a slumped Ross.,"Monica enters the room, and Ross looks at her.",0.7307572960853577,friends_s01e02_seg02_clip_05,0.5491923093795776
friends_s01e02_seg02_clip_05,E,2.100999999999999,9,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,0.6980717182159424,friends_s01e02_seg02_clip_05,0.5573431253433228
friends_s01e02_seg02_clip_05,A,1.841000000000008,8,Phoebe holds up the sauce-covered ring.,Joey wears a tie and talks to Phoebe.,0.5475348234176636,friends_s01e02_seg02_clip_05,0.5735801458358765
friends_s01e02_seg02_clip_05,B,1.841000000000008,7,Phoebe holds up the sauce-covered ring.,"Chandler and Monica chat, both wearing shirts.",0.3547446131706238,friends_s01e02_seg02_clip_05,0.6169772148132324
friends_s01e02_seg02_clip_05,C,1.841000000000008,7,Phoebe holds up the sauce-covered ring.,"Ross and Phoebe converse, both wearing shirts.",0.4974670112133026,friends_s01e02_seg02_clip_05,0.6330742835998535
friends_s01e02_seg02_clip_05,D,1.841000000000008,7,Phoebe holds up the sauce-covered ring.,"Monica and Ross discuss, both wearing shirts.",0.3291077613830566,friends_s01e02_seg02_clip_05,0.5716562867164612
friends_s01e02_seg02_clip_05,E,1.841000000000008,8,Phoebe holds up the sauce-covered ring.,"Phoebe and Joey chat, Joey wearing a tie.",0.4912927150726318,friends_s01e02_seg02_clip_05,0.6273413896560669
friends_s01e02_seg02_clip_07,A,1.8220000000000027,8,Mrs. Geller fluffs a throw pillow.,Monica holds a knife and looks at Judy.,0.1651721745729446,friends_s01e02_seg02_clip_07,0.4243546426296234
friends_s01e02_seg02_clip_07,B,1.8220000000000027,8,Mrs. Geller fluffs a throw pillow.,Judy claps her hands and holds a pillow.,0.4352603852748871,friends_s01e02_seg02_clip_07,0.5566788911819458
friends_s01e02_seg02_clip_07,C,1.8220000000000027,7,Mrs. Geller fluffs a throw pillow.,Monica and Judy have a face-to-face conversation.,0.2621373236179352,friends_s01e02_seg02_clip_07,0.4185008406639099
friends_s01e02_seg02_clip_07,D,1.8220000000000027,8,Mrs. Geller fluffs a throw pillow.,Monica and Judy engage in a calm interaction.,0.2758986055850982,friends_s01e02_seg02_clip_07,0.4909072816371918
friends_s01e02_seg02_clip_07,E,1.8220000000000027,9,Mrs. Geller fluffs a throw pillow.,"Judy claps her hands, while Monica holds a knife.",0.1855447888374328,friends_s01e02_seg02_clip_07,0.5325446128845215
friends_s01e02_seg02_clip_07,A,1.9420000000000075,7,Monica rolls her eyes to Ross.,"Judy holds a glass, walking towards Monica.",0.4761619865894317,friends_s01e02_seg02_clip_07,0.6694885492324829
friends_s01e02_seg02_clip_07,B,1.9420000000000075,6,Monica rolls her eyes to Ross.,Monica talks as Ross approaches her.,0.7964199185371399,friends_s01e02_seg02_clip_07,0.6466125249862671
friends_s01e02_seg02_clip_07,C,1.9420000000000075,6,Monica rolls her eyes to Ross.,"Ross walks towards Monica, glass nearby.",0.6813786029815674,friends_s01e02_seg02_clip_07,0.6594094038009644
friends_s01e02_seg02_clip_07,D,1.9420000000000075,8,Monica rolls her eyes to Ross.,"Judy talks, holding a glass, as Ross walks.",0.4944769442081451,friends_s01e02_seg02_clip_07,0.6181219220161438
friends_s01e02_seg02_clip_07,E,1.9420000000000075,9,Monica rolls her eyes to Ross.,"Ross walks towards Monica, Judy nearby with a glass.",0.6291230916976929,friends_s01e02_seg02_clip_07,0.625964343547821
friends_s01e02_seg02_clip_12,A,2.400000000000091,8,"She hands him the broom, then plops on the couch.",Ross sits next to Rachel on the couch.,0.4155004322528839,friends_s01e02_seg02_clip_12,0.6618680953979492
friends_s01e02_seg02_clip_12,B,2.400000000000091,9,"She hands him the broom, then plops on the couch.",Ross walks towards Rachel and sits down beside her.,0.2868263125419616,friends_s01e02_seg02_clip_12,0.6326578259468079
friends_s01e02_seg02_clip_12,C,2.400000000000091,10,"She hands him the broom, then plops on the couch.","Ross joins Rachel on the couch, sitting next to her.",0.4034796357154846,friends_s01e02_seg02_clip_12,0.6360584497451782
friends_s01e02_seg02_clip_12,D,2.400000000000091,11,"She hands him the broom, then plops on the couch.",Rachel sits on the couch as Ross sits down beside her.,0.3503802120685577,friends_s01e02_seg02_clip_12,0.6338102221488953
friends_s01e02_seg02_clip_12,E,2.400000000000091,10,"She hands him the broom, then plops on the couch.",Ross walks over and sits beside Rachel on the couch.,0.4031650722026825,friends_s01e02_seg02_clip_12,0.6724565625190735
friends_s01e02_seg02_clip_13,A,2.5400000000000773,7,"He stands behind the couch, gazing down at her.",Ross places his hand on Rachel's shoulder.,0.3211652338504791,friends_s01e02_seg02_clip_13,0.5766158699989319
friends_s01e02_seg02_clip_13,B,2.5400000000000773,10,"He stands behind the couch, gazing down at her.",Rachel sits on the couch as Ross stands behind her.,0.5987196564674377,friends_s01e02_seg02_clip_13,0.4978787302970886
friends_s01e02_seg02_clip_13,C,2.5400000000000773,8,"He stands behind the couch, gazing down at her.","Ross stands behind Rachel, hand on her shoulder.",0.4251925945281982,friends_s01e02_seg02_clip_13,0.5041043758392334
friends_s01e02_seg02_clip_13,D,2.5400000000000773,7,"He stands behind the couch, gazing down at her.",Ross reaches out to touch Rachel's shoulder.,0.3067846000194549,friends_s01e02_seg02_clip_13,0.4892641007900238
friends_s01e02_seg02_clip_13,E,2.5400000000000773,10,"He stands behind the couch, gazing down at her.","Ross places his hand on Rachel's shoulder, standing behind her.",0.4598035216331482,friends_s01e02_seg02_clip_13,0.5667411684989929
friends_s01e02_seg02_clip_13,A,4.039999999999964,10,"She leans her head back on the couch, then gently rests it against his hand.","Ross puts his hand on Rachel's shoulder, then walks away.",0.3713762462139129,friends_s01e02_seg02_clip_13,0.5966363549232483
friends_s01e02_seg02_clip_13,B,4.039999999999964,13,"She leans her head back on the couch, then gently rests it against his hand.","Rachel looks up at Ross as he touches her shoulder, then he departs.",0.4050694704055786,friends_s01e02_seg02_clip_13,0.6810526251792908
friends_s01e02_seg02_clip_13,C,4.039999999999964,16,"She leans her head back on the couch, then gently rests it against his hand.","Ross places his hand on Rachel's shoulder, and she glances up at him before he leaves.",0.4464827477931976,friends_s01e02_seg02_clip_13,0.6707206964492798
friends_s01e02_seg02_clip_13,D,4.039999999999964,15,"She leans her head back on the couch, then gently rests it against his hand.","Ross gently touches Rachel's shoulder, and she looks up at him before he walks away.",0.4376445114612579,friends_s01e02_seg02_clip_13,0.6616610288619995
friends_s01e02_seg02_clip_13,E,4.039999999999964,17,"She leans her head back on the couch, then gently rests it against his hand.","Rachel looks up at Ross as he puts his hand on her shoulder, then he walks off.",0.4268622696399688,friends_s01e02_seg02_clip_13,0.6430497169494629
friends_s01e02_seg02_clip_13,A,3.9420000000000073,11,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross stands up, looking at Rachel, who sits on the couch.",0.2876653969287872,friends_s01e02_seg02_clip_13,0.5859739780426025
friends_s01e02_seg02_clip_13,B,3.9420000000000073,10,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross adjusts his hand, gazing at Rachel on the couch.",0.3788560926914215,friends_s01e02_seg02_clip_13,0.5616890788078308
friends_s01e02_seg02_clip_13,C,3.9420000000000073,11,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross stands, focusing on Rachel as she sits on the couch.",0.3031224012374878,friends_s01e02_seg02_clip_13,0.6293716430664062
friends_s01e02_seg02_clip_13,D,3.9420000000000073,12,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross adjusts something, his eyes on Rachel, who sits on the couch.",0.3989630937576294,friends_s01e02_seg02_clip_13,0.5817742347717285
friends_s01e02_seg02_clip_13,E,3.9420000000000073,13,"He awkwardly pulls over a stool without moving his hand, then sits.","Ross stands up, his attention fixed on Rachel, who sits on the couch.",0.3607202470302582,friends_s01e02_seg02_clip_13,0.6144293546676636
friends_s01e02_seg02_clip_13,A,3.4420000000000077,9,"At a doctor's office, a plastic model shows a baby in a womb.",Ross walks into the room and points at Rachel.,0.0983847826719284,friends_s01e02_seg02_clip_13,0.5464747548103333
friends_s01e02_seg02_clip_13,B,3.4420000000000077,9,"At a doctor's office, a plastic model shows a baby in a womb.",Rachel looks at Ross as he enters the room.,0.152986541390419,friends_s01e02_seg02_clip_13,0.5543338060379028
friends_s01e02_seg02_clip_13,C,3.4420000000000077,8,"At a doctor's office, a plastic model shows a baby in a womb.",Ross enters the room and gestures towards Rachel.,0.1277169287204742,friends_s01e02_seg02_clip_13,0.6025463938713074
friends_s01e02_seg02_clip_13,D,3.4420000000000077,9,"At a doctor's office, a plastic model shows a baby in a womb.","Rachel is addressed by Ross, who points at her.",0.1131702661514282,friends_s01e02_seg02_clip_13,0.6125038266181946
friends_s01e02_seg02_clip_13,E,3.4420000000000077,11,"At a doctor's office, a plastic model shows a baby in a womb.","Ross walks in and points at Rachel, who looks at him.",0.0952358096837997,friends_s01e02_seg02_clip_13,0.5804188847541809
friends_s01e02_seg02_clip_13,A,2.560999999999922,11,Carol sits on the exam table as Ross hurries in.,Rachel sits on a hospital bed as Ross enters the room.,0.5144875645637512,friends_s01e02_seg02_clip_13,0.6806279420852661
friends_s01e02_seg02_clip_13,B,2.560999999999922,8,Carol sits on the exam table as Ross hurries in.,Ross speaks to Rachel on a hospital bed.,0.4759864211082458,friends_s01e02_seg02_clip_13,0.6884199380874634
friends_s01e02_seg02_clip_13,C,2.560999999999922,11,Carol sits on the exam table as Ross hurries in.,Ross enters the hospital room where Rachel lies on a bed.,0.4749535918235779,friends_s01e02_seg02_clip_13,0.6739280223846436
friends_s01e02_seg02_clip_13,D,2.560999999999922,10,Carol sits on the exam table as Ross hurries in.,Rachel lies on a hospital bed as Ross approaches her.,0.4615395665168762,friends_s01e02_seg02_clip_13,0.6916553378105164
friends_s01e02_seg02_clip_13,E,2.560999999999922,11,Carol sits on the exam table as Ross hurries in.,Ross enters the room and stands beside Rachel on the bed.,0.4312669634819031,friends_s01e02_seg02_clip_13,0.6949477791786194
friends_s01e02_seg02_clip_13,A,0.8799999999999955,4,Susan steps in.,Ross looks at Susan.,0.5815562009811401,friends_s01e02_seg02_clip_13,0.6317263841629028
friends_s01e02_seg02_clip_13,B,0.8799999999999955,4,Susan steps in.,Ross gazes at Susan.,0.5297242999076843,friends_s01e02_seg02_clip_13,0.5860506296157837
friends_s01e02_seg02_clip_13,C,0.8799999999999955,4,Susan steps in.,"Susan sits, Ross looks.",0.5568251013755798,friends_s01e02_seg02_clip_13,0.5574295520782471
friends_s01e02_seg02_clip_13,D,0.8799999999999955,4,Susan steps in.,Ross focuses on Susan.,0.5934332609176636,friends_s01e02_seg02_clip_13,0.5939990282058716
friends_s01e02_seg02_clip_13,E,0.8799999999999955,4,Susan steps in.,Ross eyes Susan intently.,0.5545215606689453,friends_s01e02_seg02_clip_13,0.5828388929367065
friends_s01e02_seg02_clip_14,A,1.400000000000091,6,Susan hands him a juice box.,Ross talks to Susan and Carol.,0.4630598723888397,friends_s01e02_seg02_clip_14,0.5121787190437317
friends_s01e02_seg02_clip_14,B,1.400000000000091,6,Susan hands him a juice box.,Susan listens to Ross and Carol.,0.4724937081336975,friends_s01e02_seg02_clip_14,0.4820703864097595
friends_s01e02_seg02_clip_14,C,1.400000000000091,6,Susan hands him a juice box.,Ross stands with Susan and Carol.,0.389563649892807,friends_s01e02_seg02_clip_14,0.48768410086631775
friends_s01e02_seg02_clip_14,D,1.400000000000091,5,Susan hands him a juice box.,Carol sits in a chair.,0.2300858348608017,friends_s01e02_seg02_clip_14,0.42147597670555115
friends_s01e02_seg02_clip_14,E,1.400000000000091,6,Susan hands him a juice box.,Ross is wearing a brown vest.,0.0694652572274208,friends_s01e02_seg02_clip_14,0.2895941436290741
friends_s01e02_seg02_clip_14,A,1.0209999999999582,5,He passes it to Carol.,Ross hands Susan a cup.,0.3291325867176056,friends_s01e02_seg02_clip_14,0.6099888682365417
friends_s01e02_seg02_clip_14,B,1.0209999999999582,5,He passes it to Carol.,Susan hands Carol a cup.,0.4640558362007141,friends_s01e02_seg02_clip_14,0.49896079301834106
friends_s01e02_seg02_clip_14,C,1.0209999999999582,4,He passes it to Carol.,Ross walks to Carol.,0.6292267441749573,friends_s01e02_seg02_clip_14,0.60540771484375
friends_s01e02_seg02_clip_14,D,1.0209999999999582,5,He passes it to Carol.,Carol drinks from a cup.,0.4295206069946289,friends_s01e02_seg02_clip_14,0.5590384602546692
friends_s01e02_seg02_clip_14,E,1.0209999999999582,5,He passes it to Carol.,Susan and Ross approach Carol.,0.4775675237178802,friends_s01e02_seg02_clip_14,0.42329421639442444
friends_s01e02_seg02_clip_14,A,1.841000000000008,6,She sips it as Susan takes a seat.,"Susan sits, Ross approaches the patient.",0.5808436870574951,friends_s01e02_seg02_clip_14,0.5470284223556519
friends_s01e02_seg02_clip_14,B,1.841000000000008,7,She sips it as Susan takes a seat.,"Ross walks to the patient, holding water.",0.3746470212936401,friends_s01e02_seg02_clip_14,0.326775461435318
friends_s01e02_seg02_clip_14,C,1.841000000000008,7,She sips it as Susan takes a seat.,"Susan stands, arms crossed, as Ross talks.",0.5055009722709656,friends_s01e02_seg02_clip_14,0.5366017818450928
friends_s01e02_seg02_clip_14,D,1.841000000000008,7,She sips it as Susan takes a seat.,"Ross walks towards the patient, patient stands.",0.2778818905353546,friends_s01e02_seg02_clip_14,0.5369993448257446
friends_s01e02_seg02_clip_14,E,1.841000000000008,7,She sips it as Susan takes a seat.,"Susan sits, Ross approaches patient with water.",0.6074191927909851,friends_s01e02_seg02_clip_14,0.5325729250907898
friends_s01e02_seg02_clip_14,A,1.921000000000049,7,He picks up a speculum and smiles.,Ross examines Susan's vagina with a speculum.,0.3086696863174438,friends_s01e02_seg02_clip_14,0.5755158066749573
friends_s01e02_seg02_clip_14,B,1.921000000000049,10,He picks up a speculum and smiles.,"Susan sits on the examination table, looking at the speculum.",0.4497986137866974,friends_s01e02_seg02_clip_14,0.5373694896697998
friends_s01e02_seg02_clip_14,C,1.921000000000049,8,He picks up a speculum and smiles.,Ross takes the speculum and examines Susan's vagina.,0.3809967637062073,friends_s01e02_seg02_clip_14,0.3914080262184143
