anno_idx,scene_id,cand_id,scene_dur,n_tokens,TTS_speech_dur,human_AD_text,gen_AD_text,tvad_name,AD_start,AD_end,quality_score2,quality_score1,consensus_score,n_action_verbs,verb_density,noun_ratio,pronoun_to_noun_ratio,type_token_ratio,len_diff_from_mean
2,s2,A,1.100999999999999,4,1.6,Rachel sits next to him.,Rachel sits down smiling.,friends_s01e01_seg02_clip_04,245.979,247.08,0.3902983903884888,0.7075153589248657,0.5246225595474243,1,0.2,0.0,0.0,1.0,-1.4000000000000004
2,s2,B,1.100999999999999,6,2.4,Rachel sits next to him.,Rachel puts hands on her lap.,friends_s01e01_seg02_clip_04,245.979,247.08,0.3568380355834961,0.5858766436576843,0.47690558433532715,0,0.0,0.2857142857142857,0.5,1.0,0.5999999999999996
2,s2,C,1.100999999999999,6,2.4,Rachel sits next to him.,Rachel smiles at Monica and Phoebe.,friends_s01e01_seg02_clip_04,245.979,247.08,0.2831169366836548,0.5623608827590942,0.49191227555274963,1,0.14285714285714285,0.0,0.0,1.0,0.5999999999999996
2,s2,D,1.100999999999999,5,2.0,Rachel sits next to him.,Rachel sits with her hands.,friends_s01e01_seg02_clip_04,245.979,247.08,0.4921393990516662,0.7837626338005066,0.539461076259613,0,0.0,0.16666666666666666,1.0,1.0,-0.40000000000000036
2,s2,E,1.100999999999999,6,2.4,Rachel sits next to him.,Rachel smiles and looks at them.,friends_s01e01_seg02_clip_04,245.979,247.08,0.3985465526580811,0.5836827754974365,0.508895754814148,2,0.2857142857142857,0.0,1.0,1.0,0.5999999999999996
3,s3,A,2.2810000000000628,8,3.2,Monica beams and sidles back inside.,Monica holds a cup while chatting with friends.,friends_s01e01_seg02_clip_19,903.382,905.663,0.3402415275573731,0.43413496017456055,0.6214183568954468,1,0.1111111111111111,0.2222222222222222,0.0,1.0,0.0
3,s3,B,2.2810000000000628,8,3.2,Monica beams and sidles back inside.,"Rachel and Joey join Monica, all holding cups.",friends_s01e01_seg02_clip_19,903.382,905.663,0.3128582000732422,0.5340023040771484,0.5962721109390259,1,0.1,0.1,0.0,1.0,0.0
3,s3,C,2.2810000000000628,8,3.2,Monica beams and sidles back inside.,"Monica talks to friends, all holding cups nearby.",friends_s01e01_seg02_clip_19,903.382,905.663,0.3257114171981812,0.503672182559967,0.6160162091255188,1,0.1,0.2,0.0,1.0,0.0
3,s3,D,2.2810000000000628,9,3.6,Monica beams and sidles back inside.,"Monica, Rachel, and Joey gather, each with a cup.",friends_s01e01_seg02_clip_19,903.382,905.663,0.3616734027862549,0.5267442464828491,0.6070889234542847,0,0.0,0.07692307692307693,1.0,1.0,1.0
3,s3,E,2.2810000000000628,7,2.8,Monica beams and sidles back inside.,"Monica, surrounded by friends, holds a cup.",friends_s01e01_seg02_clip_19,903.382,905.663,0.3818132162094116,0.5193527936935425,0.6405266523361206,1,0.1,0.2,0.0,1.0,-1.0
4,s4,A,1.2810000000000628,5,2.0,She shuts the door behind her.,Chandler irons while Monica talks.,friends_s01e01_seg02_clip_19,906.184,907.465,0.3764384865760803,0.25481468439102173,0.5450437664985657,0,0.0,0.16666666666666666,0.0,1.0,-0.20000000000000018
4,s4,B,1.2810000000000628,6,2.4,She shuts the door behind her.,Rachel chats on the phone nearby.,friends_s01e01_seg02_clip_19,906.184,907.465,0.3761965751647949,0.2895815670490265,0.3778548836708069,0,0.0,0.2857142857142857,0.0,1.0,0.7999999999999998
4,s4,C,1.2810000000000628,5,2.0,She shuts the door behind her.,Joey sits watching Chandler iron.,friends_s01e01_seg02_clip_19,906.184,907.465,0.2828860998153686,0.15678486227989197,0.4177304208278656,1,0.16666666666666666,0.16666666666666666,0.0,1.0,-0.20000000000000018
4,s4,D,1.2810000000000628,5,2.0,She shuts the door behind her.,Chandler talks to Monica standing.,friends_s01e01_seg02_clip_19,906.184,907.465,0.2920283317565918,0.2910432517528534,0.5127688646316528,0,0.0,0.16666666666666666,0.0,1.0,-0.20000000000000018
4,s4,E,1.2810000000000628,5,2.0,She shuts the door behind her.,Monica stands while Chandler irons.,friends_s01e01_seg02_clip_19,906.184,907.465,0.3143142223358154,0.22038386762142181,0.5335439443588257,0,0.0,0.16666666666666666,0.0,1.0,-0.20000000000000018
5,s5,A,1.4200000000000728,6,2.4,Rachel smiles and stands.,Rachel gets up from the couch.,friends_s01e01_seg02_clip_27,1292.779,1294.199,0.425395393371582,0.5987277030944824,0.5056679844856262,1,0.14285714285714285,0.14285714285714285,0.0,1.0,0.40000000000000036
5,s5,B,1.4200000000000728,6,2.4,Rachel smiles and stands.,Ross remains seated on the couch.,friends_s01e01_seg02_clip_27,1292.779,1294.199,0.3431628227233887,0.3152059316635132,0.4539197087287903,0,0.0,0.14285714285714285,0.0,1.0,0.40000000000000036
5,s5,C,1.4200000000000728,5,2.0,Rachel smiles and stands.,Rachel walks towards the table.,friends_s01e01_seg02_clip_27,1292.779,1294.199,0.3866595983505249,0.5181323289871216,0.34069883823394775,1,0.16666666666666666,0.16666666666666666,0.0,1.0,-0.5999999999999996
5,s5,D,1.4200000000000728,5,2.0,Rachel smiles and stands.,Rachel leaves the couch behind.,friends_s01e01_seg02_clip_27,1292.779,1294.199,0.3792066574096679,0.46586811542510986,0.48857736587524414,1,0.16666666666666666,0.16666666666666666,0.0,1.0,-0.5999999999999996
5,s5,E,1.4200000000000728,6,2.4,Rachel smiles and stands.,Ross stays put on the couch.,friends_s01e01_seg02_clip_27,1292.779,1294.199,0.2935688018798828,0.3619072437286377,0.47008591890335083,0,0.0,0.14285714285714285,0.0,1.0,0.40000000000000036
6,s6,A,1.18100000000004,6,2.4,She heads into her bedroom.,Ross holds a glass of water.,friends_s01e01_seg02_clip_27,1297.945,1299.126,0.2674629211425781,0.14369913935661316,0.36502814292907715,1,0.14285714285714285,0.2857142857142857,0.0,1.0,0.40000000000000036
6,s6,B,1.18100000000004,5,2.0,She heads into her bedroom.,Rachel walks towards the kitchen.,friends_s01e01_seg02_clip_27,1297.945,1299.126,0.4945449829101562,0.3505702614784241,0.3069368302822113,1,0.16666666666666666,0.16666666666666666,0.0,1.0,-0.5999999999999996
6,s6,C,1.18100000000004,4,1.6,She heads into her bedroom.,Ross looks at Rachel.,friends_s01e01_seg02_clip_27,1297.945,1299.126,0.2935909271240234,0.2471371740102768,0.41321906447410583,1,0.2,0.0,0.0,1.0,-1.5999999999999996
6,s6,D,1.18100000000004,6,2.4,She heads into her bedroom.,Rachel gets up from the couch.,friends_s01e01_seg02_clip_27,1297.945,1299.126,0.4732980728149414,0.4138789772987366,0.38841694593429565,1,0.14285714285714285,0.14285714285714285,0.0,1.0,0.40000000000000036
6,s6,E,1.18100000000004,7,2.8,She heads into her bedroom.,Ross sits on the couch holding water.,friends_s01e01_seg02_clip_27,1297.945,1299.126,0.3068342447280884,0.2523641884326935,0.3741430640220642,1,0.125,0.25,0.0,1.0,1.4000000000000004
7,s7,A,3.258999999999986,10,4.0,Marsha slumps off as Ross waves Carol into the exhibit.,Ross walks towards a caveman statue and converses with it.,friends_s01e02_seg02_clip_00,164.381,167.64,0.3803273677825928,0.2039729654788971,0.5699883699417114,1,0.09090909090909091,0.18181818181818182,0.5,1.0,-2.8000000000000007
7,s7,B,3.258999999999986,16,6.4,Marsha slumps off as Ross waves Carol into the exhibit.,Ross talks to a woman in a red vest and a man in a blue shirt.,friends_s01e02_seg02_clip_00,164.381,167.64,0.3340483188629151,0.18207556009292603,0.5483849048614502,0,0.0,0.23529411764705882,0.0,0.75,3.1999999999999993
7,s7,C,3.258999999999986,9,3.6,Marsha slumps off as Ross waves Carol into the exhibit.,Ross approaches a caveman statue and engages in conversation.,friends_s01e02_seg02_clip_00,164.381,167.64,0.370712947845459,0.2554935812950134,0.5783936977386475,0,0.0,0.3,0.0,1.0,-3.8000000000000007
7,s7,D,3.258999999999986,16,6.4,Marsha slumps off as Ross waves Carol into the exhibit.,Ross interacts with a woman in a red vest and a man in a blue shirt.,friends_s01e02_seg02_clip_00,164.381,167.64,0.364210319519043,0.23391743004322052,0.4884320795536041,0,0.0,0.23529411764705882,0.0,0.75,3.1999999999999993
7,s7,E,3.258999999999986,13,5.2,Marsha slumps off as Ross waves Carol into the exhibit.,"Ross walks towards a caveman statue, then talks to a woman and man.",friends_s01e02_seg02_clip_00,164.381,167.64,0.3939165353775025,0.18330377340316772,0.6118770837783813,1,0.06666666666666667,0.26666666666666666,0.0,0.9230769230769231,0.1999999999999993
8,s8,A,2.8000000000000114,7,2.8,"He tries to adjust the caveman, and the arm falls off.",Ross walks away after conversing with someone.,friends_s01e02_seg02_clip_00,168.16,170.96,0.306013572216034,0.17583344876766205,0.6417301297187805,1,0.125,0.0,1.0,1.0,0.0
8,s8,B,2.8000000000000114,7,2.8,"He tries to adjust the caveman, and the arm falls off.",Ross talks to someone before walking away.,friends_s01e02_seg02_clip_00,168.16,170.96,0.3204997897148132,0.1967802196741104,0.6582744717597961,1,0.125,0.0,1.0,1.0,0.0
8,s8,C,2.8000000000000114,7,2.8,"He tries to adjust the caveman, and the arm falls off.","Ross engages in a conversation, then leaves.",friends_s01e02_seg02_clip_00,168.16,170.96,0.3587246656417847,0.2468951940536499,0.6562173962593079,1,0.1111111111111111,0.1111111111111111,0.0,1.0,0.0
8,s8,D,2.8000000000000114,7,2.8,"He tries to adjust the caveman, and the arm falls off.",Ross has a brief chat before departing.,friends_s01e02_seg02_clip_00,168.16,170.96,0.2947426795959473,0.14460070431232452,0.582378625869751,0,0.0,0.125,0.0,1.0,0.0
8,s8,E,2.8000000000000114,7,2.8,"He tries to adjust the caveman, and the arm falls off.",Ross walks off after a short conversation.,friends_s01e02_seg02_clip_00,168.16,170.96,0.3114438652992248,0.22265537083148956,0.6468572616577148,1,0.125,0.125,0.0,1.0,0.0
9,s9,A,2.3799999999999955,12,4.8,He picks it up and uses it to wave at Carol.,Ross falls to the ground in front of a woman in blue.,friends_s01e02_seg02_clip_00,171.68,174.06,0.2817664623260498,0.08169533312320709,0.6126502752304077,0,0.0,0.23076923076923078,0.0,0.9166666666666666,-0.1999999999999993
9,s9,B,2.3799999999999955,12,4.8,He picks it up and uses it to wave at Carol.,"Ross talks to a woman in a blue dress, then falls down.",friends_s01e02_seg02_clip_00,171.68,174.06,0.3787693500518799,0.17940197885036469,0.6449960470199585,0,0.0,0.14285714285714285,0.0,0.9166666666666666,-0.1999999999999993
9,s9,C,2.3799999999999955,13,5.2,He picks it up and uses it to wave at Carol.,"Ross converses with a woman in a blue dress, then hits the ground.",friends_s01e02_seg02_clip_00,171.68,174.06,0.3789980173110961,0.20119334757328033,0.6109201908111572,0,0.0,0.2,0.0,0.9230769230769231,0.8000000000000007
9,s9,D,2.3799999999999955,12,4.8,He picks it up and uses it to wave at Carol.,"Ross falls to the ground, near a woman in a blue dress.",friends_s01e02_seg02_clip_00,171.68,174.06,0.3288050889968872,0.10197557508945465,0.6298109292984009,0,0.0,0.21428571428571427,0.0,0.9166666666666666,-0.1999999999999993
9,s9,E,2.3799999999999955,12,4.8,He picks it up and uses it to wave at Carol.,"Ross talks to a woman in blue, then collapses to the ground.",friends_s01e02_seg02_clip_00,171.68,174.06,0.3585752129554749,0.17629888653755188,0.6031416058540344,0,0.0,0.14285714285714285,0.0,0.9166666666666666,-0.1999999999999993
10,s10,A,1.2390000000000043,5,2.0,She awkwardly waves back.,Ross stands in the museum.,friends_s01e02_seg02_clip_00,174.66,175.899,0.2230653762817382,0.06715218722820282,0.4355519413948059,0,0.0,0.16666666666666666,0.0,1.0,0.20000000000000018
10,s10,B,1.2390000000000043,5,2.0,She awkwardly waves back.,Ross talks to a woman.,friends_s01e02_seg02_clip_00,174.66,175.899,0.3029271602630615,0.3435225486755371,0.5890859961509705,0,0.0,0.16666666666666666,0.0,1.0,0.20000000000000018
10,s10,C,1.2390000000000043,5,2.0,She awkwardly waves back.,Ross engages with a woman.,friends_s01e02_seg02_clip_00,174.66,175.899,0.344769024848938,0.2277049422264099,0.601195216178894,0,0.0,0.16666666666666666,0.0,1.0,0.20000000000000018
10,s10,D,1.2390000000000043,4,1.6,She awkwardly waves back.,Woman and Ross converse.,friends_s01e02_seg02_clip_00,174.66,175.899,0.3048555612564087,0.28554999828338623,0.5483888387680054,0,0.0,0.4,0.0,1.0,-0.7999999999999998
10,s10,E,1.2390000000000043,5,2.0,She awkwardly waves back.,Ross stands with a woman.,friends_s01e02_seg02_clip_00,174.66,175.899,0.3188275814056396,0.1943511962890625,0.5976813435554504,0,0.0,0.16666666666666666,0.0,1.0,0.20000000000000018
11,s11,A,2.0,8,3.2,"She peers through the pan, then sets it down.",Monica holds a pizza box over her head.,friends_s01e02_seg02_clip_05,398.075,400.075,0.3428320765495301,0.3142426311969757,0.389240562915802,1,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,-0.1999999999999993
11,s11,B,2.0,7,2.8,"She peers through the pan, then sets it down.",Chandler looks at Monica and walks away.,friends_s01e02_seg02_clip_05,398.075,400.075,0.3842101097106933,0.12908358871936798,0.4583662450313568,2,0.25,0.0,0.0,1.0,-1.1999999999999993
11,s11,C,2.0,8,3.2,"She peers through the pan, then sets it down.",Monica puts a pizza box on the table.,friends_s01e02_seg02_clip_05,398.075,400.075,0.3728691935539245,0.33952319622039795,0.4505379796028137,0,0.0,0.3333333333333333,0.0,1.0,-0.1999999999999993
11,s11,D,2.0,8,3.2,"She peers through the pan, then sets it down.",Monica walks towards the table where Chandler is.,friends_s01e02_seg02_clip_05,398.075,400.075,0.336722993850708,0.26727378368377686,0.49629783630371094,1,0.1111111111111111,0.1111111111111111,0.0,1.0,-0.1999999999999993
11,s11,E,2.0,10,4.0,"She peers through the pan, then sets it down.",Chandler looks at Monica and walks away from the table.,friends_s01e02_seg02_clip_05,398.075,400.075,0.3825180292129516,0.16924522817134857,0.5019668340682983,2,0.18181818181818182,0.09090909090909091,0.0,1.0,1.8000000000000007
12,s12,A,2.3210000000000264,9,3.6,"Chandler, Joey, and Phoebe dig through the dish.","Monica holds a pizza box, Rachel stands beside her.",friends_s01e02_seg02_clip_05,407.616,409.937,0.3278008222579956,0.3556331992149353,0.6091564893722534,1,0.09090909090909091,0.18181818181818182,0.5,1.0,-1.0
12,s12,B,2.3210000000000264,11,4.4,"Chandler, Joey, and Phoebe dig through the dish.","Chandler looks at the pizza box, Monica and Rachel walk away.",friends_s01e02_seg02_clip_05,407.616,409.937,0.3468293905258179,0.4719860255718231,0.605042576789856,2,0.15384615384615385,0.07692307692307693,0.0,1.0,1.0
12,s12,C,2.3210000000000264,10,4.0,"Chandler, Joey, and Phoebe dig through the dish.","Monica and Rachel interact, Chandler gazes at the pizza box.",friends_s01e02_seg02_clip_05,407.616,409.937,0.346625542640686,0.4887171685695648,0.6317742466926575,0,0.0,0.16666666666666666,0.0,1.0,0.0
12,s12,D,2.3210000000000264,9,3.6,"Chandler, Joey, and Phoebe dig through the dish.","Rachel stands by Monica, who holds a pizza box.",friends_s01e02_seg02_clip_05,407.616,409.937,0.3578602552413941,0.3793845474720001,0.6181526184082031,1,0.09090909090909091,0.18181818181818182,0.5,1.0,-1.0
12,s12,E,2.3210000000000264,11,4.4,"Chandler, Joey, and Phoebe dig through the dish.","Monica and Rachel walk off, leaving Chandler at the pizza box.",friends_s01e02_seg02_clip_05,407.616,409.937,0.3630298137664795,0.48398101329803467,0.6050274968147278,2,0.15384615384615385,0.07692307692307693,0.0,1.0,1.0
13,s13,A,2.100999999999999,8,3.2,Monica opens up for a slumped Ross.,Monica opens the door and enters the room.,friends_s01e02_seg02_clip_05,412.937,415.038,0.3924707412719727,0.6170737743377686,0.6279077529907227,2,0.2222222222222222,0.2222222222222222,0.0,0.875,-0.8571428571428577
13,s13,B,2.100999999999999,9,3.6,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,friends_s01e02_seg02_clip_05,412.937,415.038,0.341895043849945,0.6980719566345215,0.753594696521759,1,0.1,0.1,0.0,0.8888888888888888,0.14285714285714235
13,s13,B,2.100999999999999,9,3.6,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,friends_s01e02_seg02_clip_05,412.937,415.038,0.341895043849945,0.6980719566345215,0.753594696521759,1,0.1,0.1,0.0,0.8888888888888888,0.14285714285714235
13,s13,C,2.100999999999999,9,3.6,Monica opens up for a slumped Ross.,Monica looks at Ross as she enters the room.,friends_s01e02_seg02_clip_05,412.937,415.038,0.3452704429626465,0.7290253043174744,0.7012637853622437,2,0.2,0.1,1.0,1.0,0.14285714285714235
13,s13,D,2.100999999999999,9,3.6,Monica opens up for a slumped Ross.,"Monica enters the room, and Ross looks at her.",friends_s01e02_seg02_clip_05,412.937,415.038,0.3315802335739136,0.7307571768760681,0.6876248121261597,2,0.18181818181818182,0.09090909090909091,1.0,1.0,0.14285714285714235
13,s13,E,2.100999999999999,9,3.6,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,friends_s01e02_seg02_clip_05,412.937,415.038,0.341895043849945,0.6980719566345215,0.753594696521759,1,0.1,0.1,0.0,0.8888888888888888,0.14285714285714235
13,s13,E,2.100999999999999,9,3.6,Monica opens up for a slumped Ross.,Ross stands in the doorway as Monica walks in.,friends_s01e02_seg02_clip_05,412.937,415.038,0.341895043849945,0.6980719566345215,0.753594696521759,1,0.1,0.1,0.0,0.8888888888888888,0.14285714285714235
14,s14,A,1.8410000000000082,8,3.2,Phoebe holds up the sauce-covered ring.,Joey wears a tie and talks to Phoebe.,friends_s01e02_seg02_clip_05,423.731,425.572,0.2909180402755737,0.5475348234176636,0.4995945990085602,0,0.0,0.2222222222222222,0.0,1.0,0.5999999999999996
14,s14,B,1.8410000000000082,7,2.8,Phoebe holds up the sauce-covered ring.,"Chandler and Monica chat, both wearing shirts.",friends_s01e02_seg02_clip_05,423.731,425.572,0.3230760812759399,0.3547445237636566,0.5392303466796875,0,0.0,0.1111111111111111,1.0,1.0,-0.40000000000000036
14,s14,C,1.8410000000000082,7,2.8,Phoebe holds up the sauce-covered ring.,"Ross and Phoebe converse, both wearing shirts.",friends_s01e02_seg02_clip_05,423.731,425.572,0.3230759620666504,0.49746692180633545,0.5635548233985901,0,0.0,0.2222222222222222,0.5,1.0,-0.40000000000000036
14,s14,D,1.8410000000000082,7,2.8,Phoebe holds up the sauce-covered ring.,"Monica and Ross discuss, both wearing shirts.",friends_s01e02_seg02_clip_05,423.731,425.572,0.3230761528015137,0.32910773158073425,0.484605073928833,0,0.0,0.2222222222222222,0.5,1.0,-0.40000000000000036
14,s14,E,1.8410000000000082,8,3.2,Phoebe holds up the sauce-covered ring.,"Phoebe and Joey chat, Joey wearing a tie.",friends_s01e02_seg02_clip_05,423.731,425.572,0.3344467878341675,0.4912926256656647,0.523319661617279,0,0.0,0.2,0.0,0.875,0.5999999999999996
15,s15,A,1.8220000000000027,8,3.2,Mrs. Geller fluffs a throw pillow.,Monica holds a knife and looks at Judy.,friends_s01e02_seg02_clip_07,541.487,543.309,0.3303498744964599,0.16517223417758942,0.5077648162841797,2,0.2222222222222222,0.1111111111111111,0.0,1.0,0.0
15,s15,B,1.8220000000000027,8,3.2,Mrs. Geller fluffs a throw pillow.,Judy claps her hands and holds a pillow.,friends_s01e02_seg02_clip_07,541.487,543.309,0.5791235446929932,0.4352603256702423,0.42237359285354614,1,0.1111111111111111,0.2222222222222222,0.5,1.0,0.0
15,s15,C,1.8220000000000027,7,2.8,Mrs. Geller fluffs a throw pillow.,Monica and Judy have a face-to-face conversation.,friends_s01e02_seg02_clip_07,541.487,543.309,0.2817125558853149,0.2621370851993561,0.5193560719490051,0,0.0,0.25,0.0,0.8888888888888888,-1.0
15,s15,D,1.8220000000000027,8,3.2,Mrs. Geller fluffs a throw pillow.,Monica and Judy engage in a calm interaction.,friends_s01e02_seg02_clip_07,541.487,543.309,0.3333727836608887,0.2758983373641968,0.5232864618301392,0,0.0,0.1111111111111111,0.0,1.0,0.0
15,s15,E,1.8220000000000027,9,3.6,Mrs. Geller fluffs a throw pillow.,"Judy claps her hands, while Monica holds a knife.",friends_s01e02_seg02_clip_07,541.487,543.309,0.3431616306304932,0.1855446845293045,0.5500389933586121,1,0.09090909090909091,0.18181818181818182,0.5,1.0,1.0
16,s16,A,1.9420000000000073,7,2.8,Monica rolls her eyes to Ross.,"Judy holds a glass, walking towards Monica.",friends_s01e02_seg02_clip_07,551.91,553.852,0.3684858798980713,0.47616180777549744,0.6018093824386597,2,0.2222222222222222,0.1111111111111111,0.0,1.0,-0.20000000000000018
16,s16,B,1.9420000000000073,6,2.4,Monica rolls her eyes to Ross.,Monica talks as Ross approaches her.,friends_s01e02_seg02_clip_07,551.91,553.852,0.3745543956756592,0.7964197397232056,0.5442126393318176,0,0.0,0.14285714285714285,1.0,1.0,-1.2000000000000002
16,s16,C,1.9420000000000073,6,2.4,Monica rolls her eyes to Ross.,"Ross walks towards Monica, glass nearby.",friends_s01e02_seg02_clip_07,551.91,553.852,0.340298056602478,0.6813783645629883,0.6314643621444702,1,0.125,0.125,0.0,1.0,-1.2000000000000002
16,s16,D,1.9420000000000073,8,3.2,Monica rolls her eyes to Ross.,"Judy talks, holding a glass, as Ross walks.",friends_s01e02_seg02_clip_07,551.91,553.852,0.3825102567672729,0.49447697401046753,0.583793580532074,2,0.18181818181818182,0.18181818181818182,0.0,1.0,0.7999999999999998
16,s16,E,1.9420000000000073,9,3.6,Monica rolls her eyes to Ross.,"Ross walks towards Monica, Judy nearby with a glass.",friends_s01e02_seg02_clip_07,551.91,553.852,0.3392331123352051,0.6291233897209167,0.6748722195625305,1,0.09090909090909091,0.09090909090909091,0.0,1.0,1.7999999999999998
17,s17,A,2.400000000000091,8,3.2,"She hands him the broom, then plops on the couch.",Ross sits next to Rachel on the couch.,friends_s01e02_seg02_clip_12,768.997,771.397,0.3895732045173645,0.41550031304359436,0.727140486240387,0,0.0,0.1111111111111111,0.0,1.0,-1.5999999999999996
17,s17,B,2.400000000000091,9,3.6,"She hands him the broom, then plops on the couch.",Ross walks towards Rachel and sits down beside her.,friends_s01e02_seg02_clip_12,768.997,771.397,0.4659152030944824,0.2868262529373169,0.6804637312889099,1,0.1,0.0,1.0,1.0,-0.5999999999999996
17,s17,C,2.400000000000091,10,4.0,"She hands him the broom, then plops on the couch.","Ross joins Rachel on the couch, sitting next to her.",friends_s01e02_seg02_clip_12,768.997,771.397,0.4304245948791504,0.4034797251224518,0.7140879034996033,0,0.0,0.08333333333333333,1.0,1.0,0.40000000000000036
17,s17,D,2.400000000000091,11,4.4,"She hands him the broom, then plops on the couch.",Rachel sits on the couch as Ross sits down beside her.,friends_s01e02_seg02_clip_12,768.997,771.397,0.4341550827026367,0.3503803610801697,0.7260252833366394,0,0.0,0.08333333333333333,1.0,0.9090909090909091,1.4000000000000004
17,s17,E,2.400000000000091,10,4.0,"She hands him the broom, then plops on the couch.",Ross walks over and sits beside Rachel on the couch.,friends_s01e02_seg02_clip_12,768.997,771.397,0.4520767450332642,0.4031650125980377,0.7058284878730774,1,0.09090909090909091,0.09090909090909091,0.0,1.0,0.40000000000000036
18,s18,A,2.5400000000000773,7,2.8,"He stands behind the couch, gazing down at her.",Ross places his hand on Rachel's shoulder.,friends_s01e02_seg02_clip_13,837.68,840.22,0.3640261888504028,0.3211652636528015,0.6590017080307007,0,0.0,0.2222222222222222,0.5,1.0,-1.4000000000000004
18,s18,B,2.5400000000000773,10,4.0,"He stands behind the couch, gazing down at her.",Rachel sits on the couch as Ross stands behind her.,friends_s01e02_seg02_clip_13,837.68,840.22,0.54758021235466,0.5987197756767273,0.5709443092346191,0,0.0,0.09090909090909091,1.0,1.0,1.5999999999999996
18,s18,C,2.5400000000000773,8,3.2,"He stands behind the couch, gazing down at her.","Ross stands behind Rachel, hand on her shoulder.",friends_s01e02_seg02_clip_13,837.68,840.22,0.5251093506813049,0.42519259452819824,0.6799298524856567,0,0.0,0.2,0.5,1.0,-0.40000000000000036
18,s18,D,2.5400000000000773,7,2.8,"He stands behind the couch, gazing down at her.",Ross reaches out to touch Rachel's shoulder.,friends_s01e02_seg02_clip_13,837.68,840.22,0.3671000361442566,0.3067845106124878,0.6189690232276917,0,0.0,0.1111111111111111,0.0,1.0,-1.4000000000000004
